Movie,Co-Producing Countries,Genre,Production Budget ($),Worldwide Box Office to Date ($),Trailer
Breaking the Chain,United States,Documentary,21500000.0,0,No Trailer
12 Days of Christmas,United States,Comedy,21500000.0,0,No Trailer
Everyday Miracles,United States,Drama,21500000.0,0,No Trailer
Odd Man Rush,United States,Drama,21500000.0,0,No Trailer
Eddie Pence’s (Un)Special Comedy Special,United States,Concert/Performance,21500000.0,0,No Trailer
Lebron James: King of the Court,United States,Documentary,21500000.0,0,No Trailer
Pearl in Paradise,"Fiji,United States",Romantic Comedy,21500000.0,0,No Trailer
The Last White Man,United States,Drama,21500000.0,0,No Trailer
The Argument,United States,Comedy,21500000.0,0,No Trailer
Attack of the Unknown,United States,Action,21500000.0,0,No Trailer
Gatsby in Connecticut: The Untold Story,United States,Documentary,21500000.0,0,No Trailer
The Ringmaster,United States,Documentary,21500000.0,0,No Trailer
William Shatner’s Gonzo Ballet,United States,Documentary,21500000.0,0,No Trailer
Flying V,United States,Documentary,21500000.0,0,No Trailer
Taboo 2: The Unspeakable Act,United States,Drama,21500000.0,0,No Trailer
Fishing with Dynamite,United States,Documentary,21500000.0,0,No Trailer
An Imperfect Murder,United States,Drama,21500000.0,0,No Trailer
The Opening Act,United States,Comedy,21500000.0,0,No Trailer
The Dark Divide,United States,Adventure,21500000.0,0,No Trailer
The Boss Baby: Get That Baby!,United States,Adventure,21500000.0,0,No Trailer
"Love, Fall & Order",United States,Romantic Comedy,21500000.0,0,No Trailer
The Standard,United States,Documentary,21500000.0,0,No Trailer
Nail in the Coffin: The Fall and Rise of Vampiro,"Canada,Mexico,United States",Documentary,21500000.0,0,No Trailer
Killer Therapy,United States,Horror,21500000.0,0,No Trailer
City Hall,United States,Documentary,21500000.0,0,No Trailer
American Murder: The Family Next Door,United States,Documentary,21500000.0,0,No Trailer
Redwood Massacre: Annihilation,United States,Horror,21500000.0,0,No Trailer
Up on the Glass,United States,Thriller/Suspense,21500000.0,0,No Trailer
Gather,United States,Documentary,21500000.0,0,No Trailer
Ride Scare,United States,Horror,21500000.0,0,No Trailer
The Clark Sisters: First Ladies of Gospel,United States,Documentary,21500000.0,0,No Trailer
One Hour Outcall,United States,Drama,21500000.0,0,No Trailer
This World Won’t Break,United States,Musical,21500000.0,0,No Trailer
10/31 Part 2,United States,Horror,21500000.0,0,No Trailer
Lift,United States,Comedy,21500000.0,0,No Trailer
And Then You Die,United States,Horror,21500000.0,0,No Trailer
The Babysitter: Killer Queen,United States,Black Comedy,21500000.0,0,No Trailer
Hope Frozen,"Thailand,United States",Documentary,21500000.0,0,No Trailer
Michael McIntyre: Showman,United States,Concert/Performance,21500000.0,0,No Trailer
Then Came You,United States,Romantic Comedy,21500000.0,0,No Trailer
The Swerve,United States,Drama,21500000.0,0,No Trailer
Monster Force Zero,United States,Adventure,21500000.0,0,No Trailer
Monochrome: The Chromism,United States,Action,21500000.0,0,No Trailer
American Woman,"Canada,United States",Drama,21500000.0,0,No Trailer
Sinfidelity,United States,Thriller/Suspense,21500000.0,0,No Trailer
A Feral World,United States,Horror,21500000.0,0,No Trailer
Lil Ceaser,United States,Drama,21500000.0,0,No Trailer
The Place of No Words,United States,Drama,21500000.0,0,No Trailer
Myth of a Colorblind France,United States,Documentary,21500000.0,0,No Trailer
Chop Chop,United States,Comedy,21500000.0,0,No Trailer
Souvenirs,United States,Thriller/Suspense,21500000.0,0,No Trailer
Nemesis,United States,Thriller/Suspense,21500000.0,0,No Trailer
Kill Chain: The Cyber War on America’s Elections,United States,Documentary,21500000.0,0,No Trailer
All Roads to Pearla,United States,Thriller/Suspense,21500000.0,0,No Trailer
915,United States,Documentary,21500000.0,0,No Trailer
Anonymous Killers,United States,Horror,21500000.0,0,No Trailer
Ouija Mummy,United States,Horror,21500000.0,0,No Trailer
The Dead Ones,United States,Horror,21500000.0,0,No Trailer
Neon Days,United States,Drama,21500000.0,0,No Trailer
Stealing a Survivor,United States,Comedy,21500000.0,0,No Trailer
Alien Dominion: Majestic 12,United States,Documentary,21500000.0,0,No Trailer
Hóllyweird,United States,Comedy,21500000.0,0,No Trailer
Don’t Look Back,United States,Horror,21500000.0,0,No Trailer
Killian & the Comeback Kids,United States,Drama,21500000.0,0,No Trailer
The Disrupted,United States,Documentary,21500000.0,0,No Trailer
How to Fix a Primary,United States,Documentary,21500000.0,0,No Trailer
Nationtime,United States,Documentary,21500000.0,0,No Trailer
Fishbowl,United States,Drama,21500000.0,0,No Trailer
Sno Babies,United States,Drama,21500000.0,0,No Trailer
Princess of the Row,United States,Drama,21500000.0,0,No Trailer
bOObs: The War on Women’s Breasts,United States,Documentary,21500000.0,0,No Trailer
Pizza: A Love Story,United States,Documentary,21500000.0,0,No Trailer
Conjuring the Devil,United States,Horror,21500000.0,0,No Trailer
Daddy’s Girl,United States,Horror,21500000.0,0,No Trailer
Seniors: A Dogumentary,United States,Documentary,21500000.0,0,No Trailer
Cruel Jaws,"Italy,United States",Horror,21500000.0,0,No Trailer
Caretakers,United States,Thriller/Suspense,21500000.0,0,No Trailer
A California Christmas,United States,Romantic Comedy,21500000.0,0,No Trailer
Guitar Man,United States,Documentary,21500000.0,0,No Trailer
The Never List,United States,Drama,21500000.0,0,No Trailer
The Great Fellove,"Cuba,Mexico,United States",Documentary,21500000.0,0,No Trailer
Landline,United States,Comedy,21500000.0,0,No Trailer
Herb Alpert Is…,United States,Documentary,21500000.0,0,No Trailer
Holding These Moments,United States,Documentary,21500000.0,0,No Trailer
Kingdom of Silence,United States,Documentary,21500000.0,0,No Trailer
Once Upon a River,United States,Drama,21500000.0,0,No Trailer
Fly Like a Girl,United States,Documentary,21500000.0,0,No Trailer
Switched,United States,Comedy,21500000.0,0,No Trailer
They Live Inside Us,United States,Horror,21500000.0,0,No Trailer
The World is Full of Secrets,United States,Horror,21500000.0,0,No Trailer
Interreflections,United States,Documentary,21500000.0,0,No Trailer
Picture a Perfect Christmas,United States,Drama,21500000.0,0,No Trailer
It’s Beginning to Look a Lot Like Christmas,United States,Comedy,21500000.0,0,No Trailer
Finger,United States,Comedy,21500000.0,0,No Trailer
Ben 10 vs. the Universe: The Movie,United States,Adventure,21500000.0,0,No Trailer
Borat Subsequent Moviefilm,"United Kingdom,United States",Comedy,21500000.0,0,No Trailer
Coming Home Again,"Republic of Korea,United States",Drama,21500000.0,0,No Trailer
Sister of the Groom,United States,Comedy,21500000.0,0,No Trailer
Christmas on the Square,United States,Musical,21500000.0,0,No Trailer
Trumphobia: What Both Sides Fear,United States,Documentary,21500000.0,0,No Trailer
Direct to Video: Straight to Video Horror of the 90s,United States,Documentary,21500000.0,0,No Trailer
The Wall of Mexico,"Mexico,United States",Comedy,21500000.0,0,No Trailer
Killer Weekend,United States,Thriller/Suspense,21500000.0,0,No Trailer
The Last Exorcist,United States,Thriller/Suspense,21500000.0,0,No Trailer
"Win, Lose, or Draw Straws",United States,Documentary,21500000.0,0,No Trailer
The Special,United States,Horror,21500000.0,0,No Trailer
A Christmas Miracle,United States,Drama,21500000.0,0,No Trailer
Confessional,United States,Horror,21500000.0,0,No Trailer
Double Holiday,United States,Drama,21500000.0,0,No Trailer
Love Travel,United States,Comedy,21500000.0,0,No Trailer
Antarctica,United States,Romantic Comedy,21500000.0,0,No Trailer
Climate of the Hunter,United States,Horror,21500000.0,0,No Trailer
Ainu Mosir,"China,Japan,United States",Drama,21500000.0,0,No Trailer
Evil Eye,United States,Thriller/Suspense,21500000.0,0,No Trailer
Samudra Manthan,"India,United States",Documentary,21500000.0,0,No Trailer
Coastal Elites,United States,Documentary,21500000.0,0,No Trailer
It’s Just a Game,United States,Horror,21500000.0,0,No Trailer
Mimesis: Nosferatu,United States,Horror,21500000.0,0,No Trailer
Toys of Terror,United States,Horror,21500000.0,0,No Trailer
Operation Christmas Drop,United States,Romantic Comedy,21500000.0,0,No Trailer
Linda and the Mockingbirds,United States,Documentary,21500000.0,0,No Trailer
"Me, My Dog, And I",United States,Documentary,21500000.0,0,No Trailer
Rescue Me,United States,Documentary,21500000.0,0,No Trailer
After So Many Days,United States,Documentary,21500000.0,0,No Trailer
Bobbleheads: The Movie,United States,Adventure,21500000.0,0,No Trailer
Dual Mania,United States,Thriller/Suspense,21500000.0,0,https://www.the-numbers.com/movie/Dual-Mania-(2020)#tab=trailer
American Selfie: One Nation Shoots Itself,United States,Documentary,21500000.0,0,No Trailer
Radium Girls,United States,Drama,21500000.0,0,No Trailer
The Last Sermon,United States,Documentary,21500000.0,0,No Trailer
A Place Among the Dead,United States,Horror,21500000.0,0,No Trailer
Lennox Lewis: The Untold Story,United States,Documentary,21500000.0,0,No Trailer
Weedjies: Hallowed Night,United States,Comedy,21500000.0,0,No Trailer
Christmas at Dollywood,United States,Drama,21500000.0,0,No Trailer
Christmas in Rome,United States,Drama,21500000.0,0,No Trailer
Christmas Town,United States,Drama,21500000.0,0,No Trailer
Wild Daze,United States,Documentary,21500000.0,0,No Trailer
Hollow Scream,United States,Horror,21500000.0,0,No Trailer
Cold Light of Day,United States,Horror,21500000.0,0,No Trailer
Memorial Valley Massacre,United States,Horror,21500000.0,0,No Trailer
Crackhouse Of The Dead,United States,Horror,21500000.0,0,No Trailer
The Power of Movement,United States,Documentary,21500000.0,0,No Trailer
Mayor,"United Kingdom,United States",Documentary,21500000.0,0,No Trailer
Secrets of the Saqqara Tomb,"Egypt,United States",Documentary,21500000.0,0,No Trailer
Books of Blood,United States,Horror,21500000.0,0,No Trailer
Quiet Explosions: Healing the Brain,United States,Documentary,21500000.0,0,No Trailer
Chuck Berry — The Original King of Rock N Roll,United States,Documentary,21500000.0,0,No Trailer
The Spongebob Musical: Live on Stage!,United States,Concert/Performance,21500000.0,0,No Trailer
Cicada!,United States,Comedy,21500000.0,0,No Trailer
Midnight Devils,United States,Horror,21500000.0,0,No Trailer
Shuttlecock,United States,Thriller/Suspense,21500000.0,0,No Trailer
Writer’s Block,United States,Thriller/Suspense,21500000.0,0,No Trailer
Christmas in Montana,United States,Drama,21500000.0,0,No Trailer
A Family Christmas Gift,United States,Drama,21500000.0,0,No Trailer
Battle of the Bulge: Winter War,United States,Action,21500000.0,0,No Trailer
Dark Figures,United States,Horror,21500000.0,0,No Trailer
Upside-Down Magic,"Canada,United States",Adventure,21500000.0,0,No Trailer
Faith Under Fire,United States,Drama,21500000.0,0,No Trailer
The Reason,United States,Drama,21500000.0,0,No Trailer
Call Me Brother,United States,Romantic Comedy,21500000.0,0,No Trailer
18 to Party,United States,Comedy,21500000.0,0,No Trailer
Where She Lies,United States,Documentary,21500000.0,0,No Trailer
Maybe Next Year,United States,Documentary,21500000.0,0,No Trailer
My Summer as a Goth,United States,Drama,21500000.0,0,No Trailer
Dead Reckoning,United States,Thriller/Suspense,21500000.0,0,No Trailer
1 Night in San Diego,United States,Comedy,21500000.0,0,No Trailer
Saul and Ruby’s Holocaust Survivor Band,United States,Documentary,21500000.0,0,No Trailer
Worst. Christmas. Ever.,United States,Comedy,21500000.0,0,No Trailer
Darkness in Tenement 45,United States,Horror,21500000.0,0,No Trailer
Christmas Under the Stars,United States,Drama,21500000.0,0,No Trailer
Gutta Mamis: Money Bag Tales,United States,Drama,21500000.0,0,No Trailer
Reindeer Games,United States,Comedy,21500000.0,0,No Trailer
Sun Kissed,United States,Drama,21500000.0,0,No Trailer
Haven’s End,United States,Thriller/Suspense,21500000.0,0,No Trailer
The Wave I Ride,United States,Documentary,21500000.0,0,No Trailer
Major Arcana,United States,Drama,21500000.0,0,No Trailer
Winter in Vail,United States,Drama,21500000.0,0,No Trailer
Holiday for Heroes,United States,Drama,21500000.0,0,No Trailer
The Christmas Club,United States,Drama,21500000.0,0,No Trailer
Recon,United States,Thriller/Suspense,21500000.0,0,No Trailer
Chuck Leavell: The Tree Man,United States,Documentary,21500000.0,0,No Trailer
Colors of Character,United States,Documentary,21500000.0,0,No Trailer
Apocalypse ‘45,United States,Documentary,21500000.0,0,No Trailer
Bad Impulse,United States,Thriller/Suspense,21500000.0,0,No Trailer
The Things They Carried,United States,Drama,21500000.0,0,No Trailer
Alien Xmas,United States,Adventure,21500000.0,0,No Trailer
Entertaining Christmas,United States,Drama,21500000.0,0,No Trailer
Our Christmas Love Song,United States,Drama,21500000.0,0,No Trailer
A Godwink Christmas: Meant for Love,United States,Drama,21500000.0,0,No Trailer
A Homecoming for the Holidays,United States,Drama,21500000.0,0,No Trailer
The Mistletoe Secret,United States,Drama,21500000.0,0,No Trailer
Christmas at Graceland: Home for the Holidays,United States,Drama,21500000.0,0,No Trailer
Where We Go from Here,United States,Drama,21500000.0,0,No Trailer
Phoenix: The Migrant Offshore Aid Station,United States,Drama,21500000.0,0,No Trailer
Tiger,United States,Documentary,21500000.0,0,No Trailer
Cowboys: A Documentary Portrait,United States,Documentary,21500000.0,0,No Trailer
Gap Year,United States,Documentary,21500000.0,0,No Trailer
Trail of Ashes,"Puerto Rico,United States",Documentary,21500000.0,0,No Trailer
Truth is the Only Client: The Official Investigation of the Murder of John F. Kennedy,United States,Documentary,21500000.0,0,No Trailer
Light Years,United States,Adventure,21500000.0,0,No Trailer
Beast Mode,United States,Comedy,21500000.0,0,No Trailer
Minor Premise,United States,Thriller/Suspense,21500000.0,0,No Trailer
Flay,United States,Horror,21500000.0,0,No Trailer
The Farmer and the Belle: Saving Santaland,United States,Comedy,21500000.0,0,No Trailer
The Orange Years: The Nickelodeon Story,United States,Documentary,21500000.0,0,No Trailer
Here Comes Rusty,United States,Comedy,21500000.0,0,No Trailer
Against the Tide: Finding God in an Age of Science,United States,Documentary,21500000.0,0,No Trailer
Feliz NaviDAD,United States,Drama,21500000.0,0,No Trailer
Kevin Hart: Zero F**ks Given,United States,Concert/Performance,21500000.0,0,No Trailer
Mags and Julie Go on a Road Trip.,United States,Comedy,21500000.0,0,No Trailer
Between the World and Me,United States,Documentary,21500000.0,0,No Trailer
Yearly Departed,United States,Comedy,21500000.0,0,No Trailer
Ice House,United States,Thriller/Suspense,21500000.0,0,No Trailer
Talking to God,United States,Comedy,21500000.0,0,No Trailer
If Anything Happens I Love You,United States,Drama,21500000.0,0,No Trailer
Shawn Mendes: In Wonder,United States,Documentary,21500000.0,0,No Trailer
Innocent,United States,Thriller/Suspense,21500000.0,0,No Trailer
The Bloodhound,United States,Horror,21500000.0,0,No Trailer
Witches of Amityville Academy,United States,Horror,21500000.0,0,No Trailer
Love in Winterland,United States,Drama,21500000.0,0,No Trailer
Miniature Wargaming the Movie,"Canada,Norway,Ukraine,United Kingdom,United States",Documentary,21500000.0,0,No Trailer
Alt Space,United States,Thriller/Suspense,21500000.0,0,No Trailer
Alien Ancestors: The Gods of Man,United States,Documentary,21500000.0,0,No Trailer
Ali’s Comeback,United States,Documentary,21500000.0,0,No Trailer
Dirty Fears,United States,Horror,21500000.0,0,No Trailer
Doin’ My Drugs,United States,Documentary,21500000.0,0,No Trailer
The Last Blockbuster,United States,Documentary,21500000.0,0,No Trailer
Best in Class: The Making of a Concours D’Elegance,United States,Documentary,21500000.0,0,No Trailer
Unbelievable!!!!!,United States,Comedy,21500000.0,0,No Trailer
The Christmas Listing,United States,Drama,21500000.0,0,No Trailer
A Beauty and the Beast Christmas,United States,Romantic Comedy,21500000.0,0,No Trailer
Backwoods,United States,Horror,21500000.0,0,No Trailer
The Unbelievable Plight of Mrs. Wright,United States,Documentary,21500000.0,0,No Trailer
Love & Drugs 2,United States,Drama,21500000.0,0,No Trailer
King of Knives,United States,Comedy,21500000.0,0,No Trailer
Sunny Side Up,United States,Comedy,21500000.0,0,No Trailer
76 Days,"China,United States",Documentary,21500000.0,0,No Trailer
The Devil’s Heist,United States,Horror,21500000.0,0,No Trailer
Alabama Snake,United States,Documentary,21500000.0,0,No Trailer
Wendy Williams: The Movie,United States,Drama,21500000.0,0,No Trailer
Angela’s Christmas Wish,United States,Adventure,21500000.0,0,No Trailer
Phffft!,United States,Romantic Comedy,21500000.0,0,No Trailer
Michael Smerconish: Things I Wish I Knew Before I Started Talking,United States,Concert/Performance,21500000.0,0,No Trailer
A Christmas Hero,United States,Drama,21500000.0,0,No Trailer
The Plot Against the President,United States,Documentary,21500000.0,0,No Trailer
Winter Castle,"Canada,United States",Drama,21500000.0,0,No Trailer
Captain Underpants: Mega Blissmas,United States,Comedy,21500000.0,0,No Trailer
Funny Boy,"Canada,United States",Drama,21500000.0,0,No Trailer
Natalie Palamides: Nate - A One Man Show,United States,Concert/Performance,21500000.0,0,No Trailer
Four Games in Fall,United States,Documentary,21500000.0,0,No Trailer
Paint,United States,Black Comedy,21500000.0,0,No Trailer
The Mark of the Bell Witch,United States,Documentary,21500000.0,0,No Trailer
Christmas Mountain: The Story of Cowboy Angel,United States,Adventure,21500000.0,0,No Trailer
CrazyHot,United States,Documentary,21500000.0,0,No Trailer
The One You Feed,United States,Thriller/Suspense,21500000.0,0,No Trailer
A Sugar & Spice Holiday,United States,Romantic Comedy,21500000.0,0,No Trailer
Here On Out,United States,Thriller/Suspense,21500000.0,0,No Trailer
Angie: Lost Girls,United States,Drama,21500000.0,0,No Trailer
Jimmy’s Jungle,United States,Adventure,21500000.0,0,No Trailer
"Love, Repeat",United States,Romantic Comedy,21500000.0,0,No Trailer
My Dinner with Alan: A Sopranos Session,United States,Documentary,21500000.0,0,No Trailer
Love & Stuff,United States,Documentary,21500000.0,0,No Trailer
"Ariana Grande: Excuse Me, I Love You",United States,Concert/Performance,21500000.0,0,No Trailer
Two Ways Home,United States,Drama,21500000.0,0,No Trailer
GetAWAY,United States,Horror,21500000.0,0,No Trailer
Brain Dead,United States,Horror,21500000.0,0,No Trailer
Trust Me,United States,Comedy,21500000.0,0,No Trailer
A Mind Like Still Water,United States,Documentary,21500000.0,0,No Trailer
Dragons: Rescue Riders: Huttsgalor Holiday,United States,Adventure,21500000.0,0,No Trailer
Curse of Aurore,United States,Horror,21500000.0,0,No Trailer
The Lost Sons,United States,Documentary,21500000.0,0,No Trailer
The Marshal,United States,Western,21500000.0,0,No Trailer
Happy Times,"Israel,Italy,United States",Comedy,21500000.0,0,No Trailer
Sightless,United States,Thriller/Suspense,21500000.0,0,No Trailer
Monsters of Man,United States,Action,21500000.0,0,No Trailer
Elyse,United States,Drama,21500000.0,0,No Trailer
Burrow,United States,Adventure,21500000.0,0,No Trailer
Cusp,United States,Documentary,21500000.0,0,No Trailer
Ludi,United States,Drama,21500000.0,0,No Trailer
Insert Coin,United States,Documentary,21500000.0,0,No Trailer
Girl Lost: A Hollywood Story,United States,Drama,21500000.0,0,No Trailer
Elf Pets: Santa's Reindeer Rescue,United States,Adventure,21500000.0,0,No Trailer
A Ghost Waits,United States,Comedy,21500000.0,0,No Trailer
The Stay,United States,Thriller/Suspense,21500000.0,0,No Trailer
Lily Topples the World,United States,Documentary,21500000.0,0,No Trailer
The Hunt for Planet B,United States,Documentary,21500000.0,0,No Trailer
Alberto and the Concrete Jungle,United States,Adventure,21500000.0,0,No Trailer
Belly of the Beast,United States,Documentary,21500000.0,0,No Trailer
Canaan Land,United States,Drama,21500000.0,0,No Trailer
Best Summer Ever,United States,Musical,21500000.0,0,No Trailer
Tiny Tim: King for a Day,"Croatia,Norway,Sweden,United States",Documentary,21500000.0,0,No Trailer
Vampires Are Real,United States,Comedy,21500000.0,0,No Trailer
Dreaming Grand Avenue,United States,Drama,21500000.0,0,No Trailer
"Love, Lost & Found",United States,Romantic Comedy,21500000.0,0,No Trailer
A Savage Nature,United States,Thriller/Suspense,21500000.0,0,No Trailer
Royalty Free: The Music of Kevin MacLeod,United States,Documentary,21500000.0,0,No Trailer
Black Box,United States,Horror,21500000.0,0,No Trailer
Music Got Me Here,United States,Documentary,21500000.0,0,No Trailer
Black Pumpkin,United States,Horror,21500000.0,0,No Trailer
Blood Pi,United States,Horror,21500000.0,0,No Trailer
Halloween Hero,United States,Drama,21500000.0,0,No Trailer
Halloween Night,United States,Horror,21500000.0,0,No Trailer
Halloween Party,United States,Horror,21500000.0,0,No Trailer
Eric Clapton’s Crossroads Guitar Festival 2019,United States,Concert/Performance,21500000.0,0,No Trailer
Ham on Rye,United States,Drama,21500000.0,0,No Trailer
The Prayer,United States,Drama,21500000.0,0,No Trailer
"Miraculous World: New York, United Heroez","France,United Kingdom,United States",Adventure,21500000.0,0,No Trailer
Riddled with Deceit: A Martha’s Vineyard Mystery,"Canada,United States",Drama,21500000.0,0,No Trailer
